#auto generated file!
180.0;198;350;352
186.0;201;353;346
192.0;204;354;342
198.0;203;355;342
204.0;202;359;339
210.0;202;358;340
216.0;203;363;334
222.0;206;364;330
228.0;206;365;329
234.0;209;363;328
240.0;208;364;328
246.0;210;362;328
252.0;211;362;327
258.0;214;359;327
264.0;217;362;321
270.0;215;359;326
276.0;216;359;325
282.0;219;354;327
288.0;219;354;327
294.0;221;356;323
300.0;218;359;323
306.0;222;357;321
312.0;222;352;326
318.0;225;355;320
324.0;226;354;320
330.0;226;352;322
336.0;226;350;324
342.0;227;350;323
348.0;229;357;314
354.0;229;357;314
360.0;228;358;314
366.0;231;355;314
372.0;231;360;309
378.0;229;362;309
384.0;228;367;305
390.0;228;364;308
396.0;229;361;310
402.0;234;366;300
408.0;236;368;296
414.0;234;372;294
420.0;234;369;297
426.0;235;375;290
432.0;234;378;288
438.0;233;377;290
444.0;234;381;285
450.0;234;381;285
456.0;232;380;288
462.0;235;382;283
468.0;237;381;282
474.0;235;386;279
480.0;235;393;272
486.0;232;394;274
492.0;233;393;274
498.0;234;394;272
504.0;235;394;271
510.0;235;393;272
516.0;234;395;271
522.0;233;395;272
528.0;236;388;276
534.0;236;380;284
540.0;237;381;282
546.0;237;380;283
552.0;237;378;285
558.0;238;379;283
564.0;242;378;280
570.0;241;374;285
576.0;239;370;291
582.0;238;371;291
588.0;240;360;300
594.0;238;359;303
600.0;240;358;302
606.0;236;358;306
612.0;238;359;303
618.0;239;364;297
624.0;240;366;294
630.0;239;364;297
636.0;241;365;294
642.0;244;367;289
648.0;245;366;289
654.0;246;366;288
660.0;245;369;286
666.0;247;366;287
672.0;248;368;284
678.0;245;370;285
684.0;250;368;282
690.0;253;370;277
696.0;258;364;278
702.0;254;364;282
708.0;254;370;276
714.0;254;374;272
720.0;255;373;272
726.0;259;371;270
732.0;260;366;274
738.0;263;358;279
744.0;266;359;275
750.0;267;355;278
756.0;264;357;279
762.0;262;356;282
768.0;260;356;284
774.0;259;356;285
780.0;262;350;288
786.0;259;347;294
792.0;259;348;293
798.0;260;347;293
804.0;262;351;287
810.0;258;354;288
816.0;261;353;286
822.0;263;347;290
828.0;259;350;291
834.0;263;350;287
840.0;264;351;285
846.0;263;355;282
852.0;265;353;282
858.0;264;356;280
864.0;264;360;276
870.0;264;361;275
876.0;262;361;277
882.0;260;358;282
888.0;260;360;280
894.0;259;360;281
900.0;261;360;279
906.0;263;358;279
912.0;262;362;276
918.0;262;362;276
924.0;266;355;279
930.0;268;353;279
936.0;268;349;283
942.0;264;347;289
948.0;265;342;293
954.0;267;336;297
960.0;269;337;294
966.0;266;337;297
972.0;269;338;293
978.0;264;332;304
984.0;264;329;307
990.0;268;328;304
996.0;275;320;305
1002.0;275;324;301
1008.0;276;328;296
1014.0;279;330;291
1020.0;282;332;286
1026.0;281;332;287
1032.0;283;332;285
1038.0;282;332;286
1044.0;287;330;283
1050.0;288;326;286
1056.0;284;325;291
1062.0;283;330;287
1068.0;283;326;291
1074.0;282;327;291
1080.0;282;325;293
1086.0;285;325;290
1092.0;281;325;294
1098.0;278;328;294
1104.0;274;333;293
1110.0;274;335;291
1116.0;272;337;291
1122.0;270;339;291
1128.0;267;341;292
1134.0;269;335;296
1140.0;272;338;290
1146.0;273;339;288
1152.0;273;338;289
1158.0;279;331;290
1164.0;279;330;291
1170.0;278;339;283
1176.0;278;336;286
1182.0;275;332;293
1188.0;275;331;294
1194.0;275;334;291
1200.0;280;340;280
1206.0;281;337;282
1212.0;279;338;283
1218.0;278;337;285
1224.0;277;337;286
1230.0;274;337;289
1236.0;272;337;291
1242.0;273;334;293
1248.0;275;330;295
1254.0;282;327;291
1260.0;283;326;291
1266.0;285;325;290
1272.0;286;325;289
1278.0;283;324;293
1284.0;286;324;290
1290.0;288;324;288
1296.0;289;325;286
1302.0;292;320;288
1308.0;291;316;293
1314.0;292;313;295
1320.0;293;312;295
1326.0;291;318;291
1332.0;291;315;294
1338.0;289;314;297
1344.0;289;318;293
1350.0;293;319;288
1356.0;290;319;291
1362.0;292;319;289
1368.0;293;316;291
1374.0;297;317;286
1380.0;294;323;283
1386.0;294;325;281
1392.0;290;326;284
1398.0;293;324;283
1404.0;291;325;284
1410.0;291;326;283
1416.0;292;330;278
1422.0;295;334;271
1428.0;296;335;269
1434.0;292;335;273
1440.0;290;332;278
1446.0;293;334;273
1452.0;292;336;272
1458.0;289;340;271
1464.0;290;339;271
1470.0;287;340;273
1476.0;284;341;275
1482.0;286;336;278
1488.0;284;336;280
1494.0;286;329;285
1500.0;284;331;285
1506.0;284;334;282
1512.0;282;331;287
1518.0;283;336;281
1524.0;282;339;279
1530.0;283;335;282
1536.0;281;336;283
1542.0;281;335;284
1548.0;281;337;282
1554.0;286;338;276
1560.0;287;339;274
1566.0;289;335;276
1572.0;290;335;275
1578.0;292;331;277
1584.0;294;330;276
1590.0;294;326;280
1596.0;296;328;276
1602.0;297;324;279
1608.0;300;322;278
1614.0;298;326;276
1620.0;302;329;269
1626.0;303;330;267
1632.0;301;330;269
1638.0;300;333;267
1644.0;300;331;269
1650.0;302;330;268
1656.0;304;324;272
1662.0;301;327;272
1668.0;304;326;270
1674.0;305;320;275
1680.0;303;323;274
1686.0;299;324;277
1692.0;297;326;277
1698.0;297;325;278
1704.0;297;324;279
1710.0;297;324;279
1716.0;298;325;277
1722.0;297;330;273
1728.0;298;323;279
1734.0;296;323;281
1740.0;294;325;281
1746.0;293;329;278
1752.0;287;335;278
1758.0;288;332;280
1764.0;288;331;281
1770.0;290;331;279
1776.0;289;331;280
1782.0;292;333;275
1788.0;290;329;281
1794.0;292;334;274
