#auto generated file!
180.0;21;34;45
186.0;22;36;42
192.0;23;37;40
198.0;24;38;38
204.0;24;38;38
210.0;24;37;39
216.0;24;38;38
222.0;25;37;38
228.0;26;36;38
234.0;26;35;39
240.0;26;37;37
246.0;26;38;36
252.0;25;38;37
258.0;26;38;36
264.0;26;36;38
270.0;25;35;40
276.0;26;36;38
282.0;25;35;40
288.0;25;36;39
294.0;25;38;37
300.0;26;36;38
306.0;27;36;37
312.0;27;36;37
318.0;27;39;34
324.0;27;37;36
330.0;28;35;37
336.0;28;36;36
342.0;28;35;37
348.0;27;38;35
354.0;27;37;36
360.0;26;37;37
366.0;26;37;37
372.0;25;39;36
378.0;25;39;36
384.0;25;39;36
390.0;25;39;36
396.0;25;40;35
402.0;25;40;35
408.0;25;40;35
414.0;24;42;34
420.0;25;43;32
426.0;27;44;29
432.0;28;43;29
438.0;28;43;29
444.0;30;44;26
450.0;30;44;26
456.0;32;44;24
462.0;33;43;24
468.0;34;43;23
474.0;34;39;27
480.0;34;38;28
486.0;33;39;28
492.0;33;38;29
498.0;33;38;29
504.0;32;38;30
510.0;33;37;30
516.0;34;37;29
522.0;34;37;29
528.0;34;38;28
534.0;34;37;29
540.0;34;37;29
546.0;33;37;30
552.0;32;36;32
558.0;32;36;32
564.0;31;36;33
570.0;30;36;34
576.0;29;36;35
582.0;29;37;34
588.0;29;36;35
594.0;30;35;35
600.0;30;35;35
606.0;30;33;37
612.0;30;32;38
618.0;30;33;37
624.0;30;35;35
630.0;30;37;33
636.0;29;37;34
642.0;29;37;34
648.0;29;38;33
654.0;29;40;31
660.0;28;41;31
666.0;28;41;31
672.0;27;42;31
678.0;27;42;31
684.0;27;42;31
690.0;27;42;31
696.0;27;41;32
702.0;27;41;32
708.0;28;42;30
714.0;28;43;29
720.0;28;43;29
726.0;28;44;28
732.0;29;42;29
738.0;29;42;29
744.0;29;43;28
750.0;30;44;26
756.0;29;45;26
762.0;30;45;25
768.0;30;44;26
774.0;30;43;27
780.0;30;41;29
786.0;29;40;31
792.0;29;42;29
798.0;29;42;29
804.0;29;42;29
810.0;29;44;27
816.0;30;43;27
822.0;30;42;28
828.0;29;42;29
834.0;29;42;29
840.0;29;41;30
846.0;29;41;30
852.0;29;42;29
858.0;29;42;29
864.0;29;43;28
870.0;29;45;26
876.0;29;46;25
882.0;28;48;24
888.0;28;48;24
894.0;29;48;23
900.0;29;46;25
906.0;28;47;25
912.0;29;47;24
918.0;28;48;24
924.0;28;48;24
930.0;28;47;25
936.0;28;44;28
942.0;29;44;27
948.0;28;45;27
954.0;28;45;27
960.0;28;43;29
966.0;29;44;27
972.0;30;38;32
978.0;30;38;32
984.0;31;37;32
990.0;32;37;31
996.0;34;37;29
1002.0;34;35;31
1008.0;33;35;32
1014.0;36;34;30
1020.0;38;34;28
1026.0;38;34;28
1032.0;39;34;27
1038.0;39;34;27
1044.0;39;34;27
1050.0;38;33;29
1056.0;37;35;28
1062.0;36;37;27
1068.0;35;35;30
1074.0;37;36;27
1080.0;36;35;29
1086.0;37;34;29
1092.0;37;35;28
1098.0;37;35;28
1104.0;39;33;28
1110.0;39;34;27
1116.0;37;33;30
1122.0;37;34;29
1128.0;37;34;29
1134.0;38;32;30
1140.0;39;33;28
1146.0;40;33;27
1152.0;41;33;26
1158.0;39;32;29
1164.0;39;32;29
1170.0;40;31;29
1176.0;40;31;29
1182.0;39;32;29
1188.0;39;28;33
1194.0;39;28;33
1200.0;38;29;33
1206.0;38;29;33
1212.0;37;31;32
1218.0;40;31;29
1224.0;41;30;29
1230.0;42;30;28
1236.0;42;30;28
1242.0;42;31;27
1248.0;42;30;28
1254.0;41;30;29
1260.0;40;30;30
1266.0;41;30;29
1272.0;41;31;28
1278.0;41;30;29
1284.0;41;30;29
1290.0;42;31;27
1296.0;44;31;25
1302.0;43;34;23
1308.0;43;34;23
1314.0;43;33;24
1320.0;42;32;26
1326.0;41;31;28
1332.0;41;31;28
1338.0;41;31;28
1344.0;42;30;28
1350.0;42;30;28
1356.0;41;31;28
1362.0;41;31;28
1368.0;40;33;27
1374.0;39;32;29
1380.0;40;33;27
1386.0;40;33;27
1392.0;39;33;28
1398.0;40;32;28
1404.0;40;33;27
1410.0;38;36;26
1416.0;38;35;27
1422.0;37;35;28
1428.0;37;36;27
1434.0;37;36;27
1440.0;37;37;26
1446.0;37;37;26
1452.0;37;38;25
1458.0;38;37;25
1464.0;38;38;24
1470.0;39;40;21
1476.0;39;39;22
1482.0;39;38;23
1488.0;39;39;22
1494.0;38;39;23
1500.0;38;38;24
1506.0;36;37;27
1512.0;36;37;27
1518.0;37;36;27
1524.0;37;35;28
1530.0;37;34;29
1536.0;37;34;29
1542.0;37;33;30
1548.0;37;33;30
1554.0;37;32;31
1560.0;36;32;32
1566.0;35;32;33
1572.0;34;32;34
1578.0;35;33;32
1584.0;35;32;33
1590.0;36;30;34
1596.0;36;30;34
1602.0;36;30;34
1608.0;36;30;34
1614.0;37;30;33
1620.0;38;28;34
1626.0;37;29;34
1632.0;36;31;33
1638.0;36;32;32
1644.0;36;31;33
1650.0;35;31;34
1656.0;35;31;34
1662.0;35;31;34
1668.0;35;31;34
1674.0;36;31;33
1680.0;36;32;32
1686.0;36;32;32
1692.0;36;32;32
1698.0;36;31;33
1704.0;36;33;31
1710.0;36;33;31
1716.0;36;33;31
1722.0;36;34;30
1728.0;36;35;29
1734.0;36;35;29
1740.0;35;36;29
1746.0;37;36;27
1752.0;36;35;29
1758.0;36;35;29
1764.0;36;35;29
