#auto generated file!
180.0;183;346;371
186.0;192;339;369
192.0;192;339;369
198.0;193;350;357
204.0;194;353;353
210.0;197;358;345
216.0;202;356;342
222.0;204;357;339
228.0;202;358;340
234.0;205;357;338
240.0;205;359;336
246.0;202;358;340
252.0;206;360;334
258.0;211;359;330
264.0;211;366;323
270.0;215;363;322
276.0;216;364;320
282.0;220;364;316
288.0;221;373;306
294.0;221;371;308
300.0;222;369;309
306.0;224;371;305
312.0;225;361;314
318.0;227;361;312
324.0;233;361;306
330.0;232;356;312
336.0;235;352;313
342.0;234;351;315
348.0;238;350;312
354.0;239;354;307
360.0;245;356;299
366.0;247;358;295
372.0;248;358;294
378.0;250;355;295
384.0;246;358;296
390.0;247;358;295
396.0;250;356;294
402.0;249;361;290
408.0;247;357;296
414.0;245;357;298
420.0;247;361;292
426.0;246;365;289
432.0;241;371;288
438.0;243;372;285
444.0;245;370;285
450.0;242;370;288
456.0;245;368;287
462.0;247;364;289
468.0;244;366;290
474.0;247;365;288
480.0;245;367;288
486.0;249;368;283
492.0;250;364;286
498.0;249;363;288
504.0;247;369;284
510.0;251;375;274
516.0;255;375;270
522.0;255;377;268
528.0;256;376;268
534.0;255;377;268
540.0;258;373;269
546.0;258;372;270
552.0;260;375;265
558.0;258;381;261
564.0;257;379;264
570.0;262;378;260
576.0;263;375;262
582.0;263;378;259
588.0;267;375;258
594.0;266;375;259
600.0;261;374;265
606.0;262;378;260
612.0;262;379;259
618.0;264;374;262
624.0;264;374;262
630.0;264;372;264
636.0;266;371;263
642.0;268;370;262
648.0;273;363;264
654.0;269;368;263
660.0;272;364;264
666.0;271;361;268
672.0;275;358;267
678.0;276;358;266
684.0;275;357;268
690.0;276;353;271
696.0;274;363;263
702.0;274;365;261
708.0;273;363;264
714.0;274;364;262
720.0;276;365;259
726.0;274;371;255
732.0;274;370;256
738.0;274;367;259
744.0;274;366;260
750.0;269;359;272
756.0;272;357;271
762.0;272;361;267
768.0;273;363;264
774.0;274;360;266
780.0;272;361;267
786.0;271;360;269
792.0;271;356;273
798.0;270;357;273
804.0;268;354;278
810.0;268;355;277
816.0;270;351;279
822.0;269;350;281
828.0;276;344;280
834.0;282;345;273
840.0;280;340;280
846.0;277;343;280
852.0;277;341;282
858.0;275;343;282
864.0;275;348;277
870.0;279;348;273
876.0;279;345;276
882.0;275;347;278
888.0;276;344;280
894.0;276;340;284
900.0;274;340;286
906.0;272;342;286
912.0;279;342;279
918.0;280;345;275
924.0;283;344;273
930.0;286;342;272
936.0;280;346;274
942.0;279;344;277
948.0;281;344;275
954.0;281;346;273
960.0;280;348;272
966.0;281;349;270
972.0;281;342;277
978.0;282;341;277
984.0;287;336;277
990.0;291;330;279
996.0;295;329;276
1002.0;295;332;273
1008.0;298;330;272
1014.0;297;328;275
1020.0;298;329;273
1026.0;300;334;266
1032.0;301;335;264
1038.0;304;331;265
1044.0;306;325;269
1050.0;302;327;271
1056.0;299;326;275
1062.0;303;324;273
1068.0;303;330;267
1074.0;299;335;266
1080.0;300;332;268
1086.0;301;335;264
