#auto generated file!
4061;0;0;0;1;0;1252;3522;32;180.14918973674662;180.16238605744118;1
4076;0;0;0;1;0;139;104;68;180.6568892350799;180.67008555577445;1
4078;17;12;25;1;0;3639;708;9;180.6687538106107;185.85631809639264;4
4080;6;1;2;1;0;929;507;24;180.78599691566495;182.13281042091782;4
4109;0;0;0;1;0;775;2299;19;181.94169650473614;181.9548928254307;1
4111;12;7;14;1;0;8682;829;35;181.9526339912154;195.78120044547208;4
4128;0;0;0;1;0;1606;152;3;182.69173268868022;182.70443244619577;1
4129;0;0;0;1;0;4940;2622;27;182.69818046818045;182.710880225696;1
4135;0;0;0;1;0;1591;1899;52;183.05921684136993;183.07191659888548;1
4154;0;0;0;1;0;6961;8610;75;183.56381529077387;183.57651504828942;1
4165;0;0;0;1;0;57;93;19;183.8582118786982;183.87091163621375;1
4167;0;0;0;1;0;553;5702;23;183.90497418738357;183.91767394489912;1
4171;0;0;0;1;2;3075;4788;16;184.09590887694014;184.1086086344557;1
4183;0;0;0;1;0;3368;1429;8;184.6682130605395;184.6808830207546;1
4186;0;0;0;1;0;6329;899;31;184.74330937708172;184.75597933729682;1
4193;0;0;0;1;0;3089;3444;10;185.13111528350308;185.14384497880448;1
4196;0;0;0;1;0;3421;3210;67;185.2034009760045;185.2161306713059;1
4198;0;0;0;1;0;2333;242;22;185.36571413187468;185.37844382717608;1
4237;14;9;19;1;0;2121;1312;13;187.2839707095112;190.4981406697263;4
4248;17;12;25;1;0;1699;1443;36;187.89694633721396;189.6084835059121;4
4296;12;7;15;1;0;2666;4011;8;189.80582206454622;192.935866146246;4
4297;0;0;0;1;0;151;1882;14;189.82713471050525;189.84069556589668;1
4334;0;0;0;1;2;114;1578;90;191.9118840517466;191.9249526264392;1
4342;0;0;0;1;0;1425;632;32;192.40203281271778;192.41510138741037;1
4344;0;0;0;1;0;2402;1521;38;192.44644023606537;192.4596043866945;1
4347;0;0;0;1;0;4112;1596;110;192.57757920775805;192.5907433583872;1
4348;0;0;0;1;0;1428;898;5;192.6267729925734;192.63993714320253;1
4349;0;0;0;1;0;2203;247;1;192.64711964842255;192.66028379905168;1
4352;0;0;0;1;2;409;163;633;192.8547556771379;192.86782425183048;1
4382;0;0;0;1;0;1255;887;38;194.13787489138505;194.15143574677649;1
4385;0;0;0;1;0;464;209;9;194.40099782043566;194.4145586758271;1
4386;0;0;0;1;0;15;5094;8;194.41186271405584;194.42542356944728;1
4406;0;0;0;1;0;59;2540;25;195.42356475280144;195.43715974889213;1
4407;0;0;0;1;0;665;2012;27;195.46196188427336;195.47528847307132;1
4411;0;0;0;1;0;1371;101;32;195.6160160334553;195.629611029546;1
4412;0;0;0;1;0;563;1600;22;195.67989892024738;195.69306307087652;1
4424;0;0;0;1;0;1152;2909;2;196.1206464786903;196.13381062931944;1
4483;11;6;13;1;0;2358;34;1;198.6605193310994;201.03042034805864;4
4491;0;0;0;1;0;715;1398;3;198.98107732007875;198.99414589477135;1
4515;0;0;0;1;2;570;2696;135;199.95863299216077;199.97192677341124;1
4533;0;0;0;1;0;256;836;4;200.65884519490174;200.6721389761522;1
4535;0;0;0;1;0;883;2816;10;200.7335452462846;200.74683902753506;1
4538;0;0;0;1;0;1170;501;105;200.86561162195613;200.8789054032066;1
4550;0;0;0;1;0;5606;187;18;201.11081171931195;201.12407285415026;1
4558;0;0;0;1;0;3071;293;29;201.40691541931128;201.42017655414958;1
4563;0;0;0;1;0;2203;1385;8;201.5924087046091;201.6054772793017;1
4578;0;0;0;1;0;3377;251;47;202.1332368786546;202.1464980134929;1
4582;0;0;0;1;3;490;28;1377;202.21481612546;202.2280772602983;1
4588;0;0;0;1;3;5364;6;1498;202.3488030223979;202.3620641572362;1
4590;0;0;0;1;0;1114;1337;50;202.3999918253666;202.4130604000592;1
4591;0;0;0;1;1;271;891;9;202.41679938799444;202.43006052283275;1
4592;16;11;22;1;1;1936;1205;5;202.4229879128579;205.73998330625395;4
4593;0;0;0;1;3;5219;38;800;202.438829745639;202.4520908804773;1
4595;0;0;0;1;0;38;3899;25;202.49099623847027;202.50406481316287;1
4597;0;0;0;1;0;753;118;4;202.52612252761446;202.53938366245276;1
4598;0;0;0;1;0;511;923;27;202.53484165848226;202.54810279332057;1
4601;0;0;0;1;0;68;390;1;202.5776679265962;202.5909290614345;1
4610;0;0;0;1;0;1048;869;7;202.85674199404954;202.87000312888784;1
4618;0;0;0;1;3;27;17;170;203.10328302442306;203.11657680567353;1
4626;0;0;0;1;3;443;1;3751;203.35047026594793;203.3637640471984;1
4627;0;0;0;1;3;1089;62;1708;203.35315243260666;203.36641356744497;1
4630;0;0;0;1;3;1246;58;2030;203.41207662551437;203.42537040676484;1
4633;0;0;0;1;0;904;83;6;203.43200919338872;203.4456041894794;1
4634;0;0;0;1;0;1495;198;8;203.44999429742697;203.46358929351766;1
4638;0;0;0;1;0;1497;2629;11;203.51127095256467;203.52433952725727;1
4640;0;0;0;1;0;4616;32;16;203.5376072327987;203.550868367637;1
4646;0;0;0;1;0;1851;2223;20;203.6944578979579;203.7077190327962;1
4660;0;0;0;1;3;42;83;2692;204.17154877409166;204.18484255534213;1
4671;0;0;0;1;0;52;2348;14;204.36411836742076;204.37741214867123;1
4675;0;0;0;1;3;957;1;843;204.39864936686544;204.4119431481159;1
4678;16;11;23;1;0;2596;890;28;204.48581077037534;207.52773744622354;4
4684;0;0;0;1;0;5319;523;17;204.6106052068589;204.6238663416972;1
4704;0;0;0;1;0;8592;696;1;205.25580442644085;205.26906556127915;1
4708;0;0;0;1;3;501;31;168;205.33090434989177;205.34416548473007;1
4712;0;0;0;1;3;2309;22;4619;205.3879882300215;205.4012493648598;1
4714;0;0;0;1;0;268;1944;12;205.51498735455965;205.52861666368818;1
4716;0;0;0;1;0;583;206;15;205.6366600786906;205.6499212135289;1
4719;0;0;0;1;3;970;37;423;205.77321367199232;205.78684298112086;1
4724;0;0;0;1;0;2090;1730;10;205.83124546059702;205.8443140352896;1
4725;0;0;0;1;3;1571;3;434;205.87876621285872;205.89239552198725;1
4726;0;0;0;1;0;1214;2263;29;206.00768817593107;206.0213174850596;1
4729;0;0;0;1;0;3846;533;21;206.06807295157105;206.0817022606996;1
4731;0;0;0;1;0;4680;416;39;206.08873886433074;206.10199999916904;1
4733;0;0;0;1;0;1552;247;9;206.11564277867225;206.12890391351056;1
4738;0;0;0;1;3;281;72;1637;206.2134588787347;206.22708818786325;1
4744;0;0;0;1;0;3445;5657;12;206.45669296447753;206.4697932432389;1
4747;0;0;0;1;0;2093;931;26;206.51444659345162;206.52761074408076;1
4767;0;0;0;1;0;1672;173;3;207.34196698423466;207.3555962933632;1
4768;0;0;0;1;2;2018;776;3;207.34620634103092;207.35983565015945;1
4782;0;0;0;1;0;3089;105;27;207.6016194923317;207.6146880670243;1
4799;0;0;0;1;0;2964;1513;17;208.24881933612212;208.2619196148835;1
4810;0;0;0;1;2;3940;233;1059;208.51592841242962;208.5289969871222;1
