#auto generated file!
1856;9;4;8;1;0;195;1858;27;180.148324252628;180.460169803531;0.019345550903011828;0.019345550903011828;0.0;0.0
1857;11;6;13;1;2;664;534;683;180.19353166373511;180.87647914515307;0.018947481417962347;0.018947481417962347;0.0;0.0
1858;18;13;26;1;0;2455;1374;36;180.22538448032154;182.69884540303298;0.019011743778642117;0.019011743778642117;0.0;0.0
1859;12;7;15;1;0;3378;2160;28;180.2547524959325;183.65091534334238;0.019150214070419353;0.019150214070419353;0.0;0.0
1860;5;0;1;1;0;2985;2176;9;180.2869452579512;185.0990321046353;0.019613980848289456;0.019613980848289456;0.0;0.0
1861;5;0;0;1;0;3447;1890;15;180.30504806506096;185.2440321046353;0.019613980848289456;0.019613980848289456;0.0;0.0
1862;5;0;1;1;0;1428;2858;16;180.74005258261158;183.84403210463535;0.019613980848289456;0.019613980848289456;0.0;0.0
1863;9;4;9;1;0;269;4157;3;180.841729383139;181.13007493404203;0.019345550903011828;0.019345550903011828;0.0;0.0
1864;8;3;6;1;0;668;288;2;180.92490486734937;181.61161901979636;0.019575146503395674;0.019575146503395674;0.0;0.0
1865;12;7;14;1;0;32;950;16;181.09371749722294;181.14487606865617;0.0191585714332173;0.0191585714332173;0.0;0.0
1866;18;13;27;1;0;137;2086;48;181.16183365925434;181.31784540303298;0.019011743778642117;0.019011743778642117;0.0;0.0
1867;16;11;23;1;0;4709;542;107;181.20808506012537;186.06396840049706;0.01906824474153821;0.01906824474153821;0.0;0.0
1868;10;5;11;1;0;1734;430;6;181.21530648937076;182.96780241687915;0.019270292807005318;0.019270292807005318;0.0;0.0
1869;8;3;7;1;0;2104;110;15;181.23404387329296;183.62865014343922;0.019592393480868657;0.019592393480868657;0.0;0.0
1870;5;0;0;1;0;412;838;1;181.24557796694637;181.91240182682478;0.019613980848289456;0.019613980848289456;0.0;0.0
1871;5;0;1;1;0;629;649;30;181.4352878459765;183.02568137586263;0.019613980848289456;0.019613980848289456;0.0;0.0
1872;14;9;18;1;0;2386;555;14;181.48634672119437;184.20405314094646;0.019195657800950512;0.019195657800950512;0.0;0.0
1873;6;1;2;1;0;635;150;30;181.57621921145628;182.23037966998285;0.01938341616726709;0.01938341616726709;0.0;0.0
1874;14;9;19;1;0;722;1145;95;181.57754833469656;182.3185423789953;0.019195657800950512;0.019195657800950512;0.0;0.0
