#auto generated file!
180.0;82;152;166
186.0;80;149;171
192.0;83;152;165
198.0;84;151;165
204.0;85;152;163
210.0;84;151;165
216.0;83;157;160
222.0;83;156;161
228.0;82;154;164
234.0;84;154;162
240.0;86;155;159
246.0;85;153;162
252.0;84;150;166
258.0;83;151;166
264.0;84;154;162
270.0;87;150;163
276.0;86;148;166
282.0;86;147;167
288.0;87;146;167
294.0;88;146;166
300.0;87;146;167
306.0;87;148;165
312.0;89;143;168
318.0;90;142;168
324.0;90;141;169
330.0;92;138;170
336.0;94;138;168
342.0;98;140;162
348.0;97;141;162
354.0;98;142;160
360.0;99;143;158
366.0;102;144;154
372.0;104;143;153
378.0;107;144;149
384.0;108;145;147
390.0;108;148;144
396.0;108;146;146
402.0;105;151;144
408.0;105;152;143
414.0;106;152;142
420.0;105;152;143
426.0;108;155;137
432.0;108;153;139
438.0;112;149;139
444.0;112;146;142
450.0;113;147;140
456.0;114;148;138
462.0;116;146;138
468.0;114;147;139
474.0;115;146;139
480.0;117;148;135
486.0;116;151;133
492.0;116;150;134
498.0;113;154;133
504.0;114;153;133
510.0;115;153;132
516.0;115;152;133
522.0;116;152;132
528.0;114;155;131
534.0;115;151;134
540.0;114;148;138
546.0;119;146;135
552.0;119;145;136
558.0;118;145;137
564.0;118;145;137
570.0;119;143;138
576.0;122;144;134
582.0;123;146;131
588.0;123;142;135
594.0;120;145;135
600.0;124;146;130
606.0;123;148;129
612.0;125;147;128
618.0;122;146;132
624.0;123;145;132
630.0;120;148;132
636.0;123;146;131
642.0;125;146;129
648.0;127;147;126
654.0;124;145;131
660.0;121;147;132
666.0;122;146;132
672.0;123;147;130
678.0;122;147;131
684.0;122;147;131
690.0;122;146;132
696.0;123;149;128
702.0;124;149;127
708.0;125;151;124
714.0;125;151;124
720.0;126;151;123
726.0;124;150;126
732.0;126;149;125
738.0;124;153;123
744.0;123;152;125
750.0;126;153;121
756.0;124;157;119
762.0;124;158;118
768.0;124;161;115
774.0;122;158;120
780.0;122;155;123
786.0;120;158;122
792.0;120;158;122
798.0;119;156;125
804.0;123;153;124
810.0;123;151;126
816.0;122;153;125
822.0;120;155;125
828.0;119;155;126
834.0;119;156;125
840.0;117;158;125
846.0;117;159;124
852.0;120;161;119
858.0;120;160;120
864.0;120;161;119
870.0;120;159;121
876.0;119;158;123
882.0;120;159;121
888.0;122;158;120
894.0;121;157;122
900.0;120;159;121
906.0;122;160;118
912.0;119;161;120
918.0;119;162;119
924.0;118;163;119
930.0;118;162;120
936.0;118;160;122
942.0;116;159;125
948.0;118;157;125
954.0;116;157;127
960.0;113;160;127
966.0;112;160;128
972.0;113;160;127
978.0;111;162;127
984.0;112;162;126
990.0;110;165;125
996.0;109;168;123
1002.0;112;167;121
1008.0;112;170;118
1014.0;111;169;120
1020.0;111;168;121
1026.0;109;172;119
1032.0;112;173;115
1038.0;111;173;116
1044.0;112;171;117
1050.0;112;169;119
1056.0;111;168;121
1062.0;113;167;120
1068.0;112;168;120
1074.0;113;169;118
1080.0;112;170;118
1086.0;112;173;115
1092.0;112;175;113
1098.0;114;178;108
1104.0;111;178;111
1110.0;112;178;110
1116.0;110;179;111
1122.0;109;179;112
1128.0;113;178;109
1134.0;113;177;110
1140.0;114;172;114
1146.0;117;172;111
1152.0;115;173;112
1158.0;114;174;112
1164.0;113;175;112
1170.0;113;176;111
1176.0;114;177;109
1182.0;115;174;111
1188.0;116;169;115
1194.0;117;168;115
1200.0;117;165;118
1206.0;115;165;120
1212.0;115;165;120
1218.0;118;164;118
1224.0;118;165;117
1230.0;121;164;115
1236.0;119;161;120
1242.0;117;162;121
1248.0;117;165;118
1254.0;117;164;119
1260.0;119;161;120
1266.0;118;166;116
1272.0;115;163;122
1278.0;117;162;121
1284.0;115;162;123
1290.0;115;163;122
1296.0;116;162;122
1302.0;116;166;118
1308.0;118;167;115
1314.0;117;169;114
1320.0;116;171;113
